YR--MODAHRMN,MAX,MIN,PCP01,SD
201501280600,***,***,0,**
201501280651,***,***,0,**
201501280751,19,17,0,10
201501280851,27,17,*****,10
201501280900,***,***,0,**
201501280951,***,***,0,**
201501281051,***,***,0,**
201501281151,***,***,*****,**
201501281200,***,***,0,**
201501281251,***,***,0,**
201501281351,29,18,0,10
201501281451,29,18,*****,10
201501281500,***,***,0,**
201501281551,***,***,0,**
201501281651,***,***,0,**
201501281751,***,***,*****,**
201501281800,***,***,0,**
201501281851,***,***,0,**
201501281951,33,29,0,9
201501282051,33,17,*****,9
201501282100,***,***,0,**
201501282151,***,***,0,**
201501282251,***,***,0,**
201501282351,***,***,*****,**
201501290000,***,***,0,**
201501290051,33,17,0,**
201501290151,33,***,*****,10
201501290251,30,21,0,9
201501290300,30,17,*****,**
201501290351,***,***,0,**
201501290451,***,***,0,**
201501290459,***,***,0,**
201501290551,***,***,*****,**
201501290600,***,***,0,**
201501290651,***,***,0,**
201501290751,23,18,0,9
201501290851,33,18,*****,9
201501290900,***,***,0,**
201501290951,***,***,0,**
201501291051,***,***,0,**
201501291151,***,***,*****,**
201501291200,***,***,0,**
201501291251,***,***,0,**
201501291351,31,17,0,9
201501291451,31,17,*****,9
201501291500,***,***,0,**
201501291551,***,***,0,**
201501291651,***,***,0,**
201501291751,***,***,*****,**
201501291800,***,***,0,**
201501291851,***,***,*****,**
201501291951,***,***,0,**
201501292051,35,29,0,9
201501292100,35,18,*****,9
201501292151,***,***,0,**
201501292247,***,***,0,**
201501292251,***,***,*****,**
201501292351,***,***,0,**
201501300000,***,***,*****,**
201501300051,***,***,0,**
201501300151,37,17,0.01,**
201501300244,37,***,*****,9
201501300251,***,***,0,**
201501300300,***,***,*****,**
201501300351,37,33,0.02,9
201501300451,37,18,*****,9
201501300459,***,***,0.01,**
201501300513,***,***,0.01,**
201501300549,***,***,0,**
201501300551,***,***,0,**
201501300600,***,***,*****,**
201501300626,***,***,0,**
201501300651,***,***,0,**
201501300751,37,33,0,9
201501300851,37,33,*****,9
201501300900,***,***,0,**
201501300951,***,***,*****,**
201501301051,***,***,0.01,**
201501301151,***,***,0,**
201501301200,***,***,0,**
201501301251,***,***,*****,**
201501301349,***,***,0,**
201501301351,***,***,0,**
201501301406,38,33,0,9
201501301451,38,29,*****,9
201501301500,***,***,0,**
201501301551,***,***,0,**
201501301651,***,***,0,**
201501301751,***,***,*****,**
201501301800,***,***,0,**
201501301851,***,***,0,**
201501301951,38,29,0,8
201501302051,38,29,*****,8
201501302100,***,***,0,**
201501302151,***,***,0,**
201501302251,***,***,0,**
201501302351,***,***,*****,**
201501310000,***,***,0,**
201501310051,38,20,0,**
201501310151,38,***,*****,9
201501310251,29,19,0,7
201501310300,37,19,*****,7
201501310351,***,***,0,**
201501310451,***,***,0,**
201501310459,***,***,0,**
201501310551,***,***,*****,**
201501310600,***,***,0,**
201501310651,***,***,0,**
201501310751,19,14,0,7
201501310851,38,14,*****,7
201501310900,***,***,0,**
201501310951,***,***,0,**
201501311051,***,***,0,**
201501311151,***,***,*****,**
201501311200,***,***,0,**
201501311251,***,***,0,**
201501311351,23,14,0,7
201501311451,23,14,*****,7
201501311500,***,***,0,**
201501311551,***,***,0,**
201501311651,***,***,0,**
201501311751,***,***,*****,**
201501311800,***,***,0,**
201501311851,***,***,0,**
201501311951,27,23,0,7
201501312051,27,14,*****,7
201501312100,***,***,0,**
201501312151,***,***,0,**
201501312251,***,***,0,**
201501312351,***,***,*****,**
201502010000,***,***,0,**
201502010051,27,14,0,**
201502010151,27,***,*****,7
201502010251,25,21,0,7
201502010300,25,14,*****,7
201502010351,***,***,0,**
201502010451,***,***,0,**
201502010459,***,***,0,**
201502010551,***,***,*****,**
201502010600,***,***,0,**
201502010651,***,***,0,**
201502010751,24,21,0,7
201502010851,27,21,*****,7
201502010900,***,***,0,**
201502010951,***,***,0,**
201502011051,***,***,0,**
201502011151,***,***,*****,**
201502011200,***,***,0,**
201502011251,***,***,0,**
201502011351,35,24,0,7
201502011451,35,23,*****,7
201502011500,***,***,0,**
201502011551,***,***,0,**
201502011651,***,***,0,**
201502011751,***,***,*****,**
201502011800,***,***,0,**
201502011851,***,***,0,**
201502011951,36,34,0,6
201502012051,36,21,*****,6
201502012100,***,***,0,**
201502012151,***,***,0,**
201502012251,***,***,0,T**
201502012351,***,***,*****,T**
201502020000,***,***,0,**
201502020051,***,***,*****,**
201502020151,***,***,0.02,**
201502020251,***,***,0.01,**
201502020300,***,***,0.01,**
201502020327,36,21,0.01,**
201502020349,36,***,*****,7
201502020351,***,***,0.01,**
201502020413,36,33,0.03,7
201502020443,36,21,*****,7
201502020451,***,***,0.05,**
201502020459,***,***,0.07,**
201502020524,***,***,0.11,**
201502020551,***,***,*****,**
201502020600,***,***,0.05,**
201502020651,***,***,0.21,**
201502020751,***,***,0.17,**
201502020851,35,33,0.18,8
201502020900,36,33,*****,8
201502020905,***,***,0.1,**
201502020951,***,***,0.03,**
201502021051,***,***,0.02,**
201502021151,***,***,0.03,**
201502021200,***,***,*****,**
201502021251,***,***,0.02,**
201502021351,***,***,0,**
201502021417,***,***,*****,**
201502021451,***,***,0.01,**
201502021500,35,***,0,7
201502021551,35,28,*****,7
201502021609,***,***,0,**
201502021649,***,***,0.02,**
201502021651,***,***,0,**
201502021751,***,***,0,**
201502021800,***,***,0.01,**
201502021832,***,***,0.01,**
201502021851,***,***,0.03,**
201502021909,***,***,0.06,**
201502021919,***,***,0.06,**
201502021927,***,***,0.08,**
201502021937,***,***,*****,**
201502021948,***,***,0.01,**
201502021951,***,***,0.02,**
201502022022,***,***,0.02,**
201502022051,***,***,0.01,**
201502022100,***,***,0,**
201502022102,***,***,0,**
201502022111,29,24,0,9
201502022116,35,24,*****,9
201502022151,***,***,0,**
201502022221,***,***,0,**
201502022251,***,***,*****,**
201502022351,***,***,0,**
201502030000,***,***,*****,**
201502030051,***,***,0,**
201502030151,69,15,0,**
201502030216,35,***,*****,8
201502030251,24,***,0,9
201502030300,35,15,*****,9
201502030351,***,***,0,**
201502030451,***,***,0,**
201502030459,***,***,0,**
201502030551,***,***,*****,**
201502030600,***,***,0,**
201502030651,***,***,0,**
201502030751,17,14,0,8
201502030851,69,14,*****,8
201502030900,***,***,0,**
201502030951,***,***,0,**
201502031051,***,***,0,**
201502031151,***,***,*****,**
201502031200,***,***,0,**
201502031251,***,***,0,**
201502031351,23,17,0,8
201502031451,23,17,*****,8
201502031500,***,***,0,**
201502031551,***,***,0,**
201502031651,***,***,0,**
201502031751,***,***,*****,**
201502031800,***,***,0,**
201502031851,***,***,0,**
201502031951,25,23,0,8
201502032051,25,14,*****,8
201502032100,***,***,0,**
201502032151,***,***,0,**
201502032251,***,***,0,**
201502032351,***,***,*****,**
201502040000,***,***,0,**
201502040051,26,14,0,**
201502040151,26,***,*****,8
201502040251,26,22,0,8
201502040300,26,14,*****,8
201502040351,***,***,0,**
201502040451,***,***,0,**
201502040459,***,***,0,**
201502040551,***,***,*****,**
201502040600,***,***,0,**
201502040651,***,***,0,**
201502040751,30,22,0,8
201502040851,***,23,*****,8
201502040900,***,***,0,**
201502040951,***,***,0,**
201502041051,***,***,0,**
201502041151,***,***,*****,**
201502041200,***,***,0,**
201502041251,***,***,0,**
201502041351,38,29,0,7
201502041451,38,23,*****,7
201502041500,***,***,0,**
201502041551,***,***,0,**
201502041651,***,***,0,**
201502041751,***,***,*****,**
201502041800,***,***,0,**
201502041851,***,***,0,**
201502041951,39,38,0,6
201502042051,39,22,*****,6
201502042100,***,***,0,**
201502042151,***,***,0,**
201502042251,***,***,0,**
201502042351,***,***,*****,**
201502050000,***,***,0,**
201502050051,39,22,0,**
201502050151,39,***,*****,8
201502050251,38,37,0,5
201502050300,38,22,*****,5
201502050351,***,***,0,**
201502050451,***,***,0,**
201502050459,***,***,0,**
201502050551,***,***,*****,**
201502050600,***,***,0,**
201502050651,***,***,0,**
201502050751,39,34,0,5
201502050851,39,34,*****,5
201502050900,***,***,0,**
201502050951,***,***,*****,**
201502051051,***,***,0,**
201502051151,***,***,0,**
201502051200,***,***,*****,**
201502051251,***,***,0,T**
201502051304,***,***,*****,T**
201502051334,***,***,0,**
201502051351,***,***,0,**
201502051449,***,***,0,**
201502051451,36,29,0,5
201502051500,39,29,*****,5
201502051527,***,***,0,**
201502051551,***,***,0,**
201502051651,***,***,0,**
201502051751,***,***,*****,**
201502051800,***,***,0,**
201502051851,***,***,0,**
201502051951,30,21,0,5
201502052051,36,21,*****,5
201502052100,***,***,0,**
201502052151,***,***,0,**
201502052251,***,***,0,**
201502052351,***,***,*****,**
201502060000,***,***,0,**
201502060051,39,15,0,**
201502060151,39,***,*****,5
201502060251,21,14,0,5
201502060300,39,14,*****,5
201502060351,***,***,0,**
201502060451,***,***,0,**
201502060459,***,***,0,**
201502060551,***,***,*****,**
201502060600,***,***,0,**
201502060651,***,***,0,**
201502060751,14,13,0,5
201502060851,39,13,*****,5
201502060900,***,***,0,**
201502060951,***,***,0,**
201502061051,***,***,0,**
201502061151,***,***,*****,**
201502061200,***,***,0,**
201502061251,***,***,0,**
201502061351,22,14,0,4
201502061451,22,14,*****,4
201502061500,***,***,0,**
201502061551,***,***,0,**
201502061651,***,***,0,**
201502061751,***,***,*****,**
201502061800,***,***,0,**
201502061851,***,***,0,**
201502061951,27,22,0,4
201502062051,27,13,*****,4
201502062100,***,***,0,**
201502062151,***,***,0,**
201502062251,***,***,0,**
201502062351,***,***,*****,**
201502070000,***,***,0,**
201502070051,27,13,0,**
201502070151,27,***,*****,5
201502070251,27,25,0,4
201502070300,27,13,*****,4
201502070351,***,***,0,**
201502070451,***,***,0,**
201502070459,***,***,0,**
201502070551,***,***,*****,**
201502070600,***,***,0,**
201502070651,***,***,0,**
201502070751,29,25,0,4
201502070851,***,25,*****,4
201502070900,***,***,0,**
201502070951,***,***,0,**
201502071051,***,***,0,**
201502071151,***,***,*****,**
201502071200,***,***,0,**
201502071251,***,***,*****,**
201502071351,***,***,0,**
201502071451,***,***,*****,**
201502071500,33,28,0,4
201502071551,33,22,*****,4
201502071649,***,***,0,**
201502071651,***,***,0,**
201502071749,***,***,0,**
201502071751,***,***,*****,**
201502071800,***,***,0,**
201502071851,***,***,0,**
201502071951,37,33,0,4
201502072051,37,25,*****,4
201502072100,***,***,0,**
201502072151,***,***,0,**
201502072251,***,***,0,**
201502072351,***,***,*****,**
201502080000,***,***,0,**
201502080051,37,25,0,**
201502080151,37,***,*****,4
201502080251,37,35,0,4
201502080300,37,25,*****,4
201502080351,***,***,0,**
201502080451,***,***,0,**
201502080459,***,***,0,**
201502080551,***,***,*****,**
201502080600,***,***,0,**
201502080651,***,***,0,**
201502080751,37,35,0,4
201502080851,37,35,*****,4
201502080900,***,***,0,**
201502080951,***,***,*****,**
201502081051,***,***,0,**
201502081151,***,***,0,**
201502081200,***,***,*****,**
201502081251,***,***,*****,**
201502081349,***,***,0,**
201502081351,***,***,*****,**
201502081451,***,***,0,**
201502081500,42,36,0,3
201502081549,42,33,*****,3
201502081551,***,***,0,**
201502081620,***,***,0,**
201502081651,***,***,0,**
201502081751,***,***,*****,**
201502081800,***,***,0,**
201502081851,***,***,0,**
201502081951,41,35,0,3
201502082051,42,35,*****,3
201502082100,***,***,*****,**
201502082151,***,***,0,**
201502082251,***,***,*****,**
201502082351,***,***,0,**
201502090000,***,***,0,**
201502090022,***,***,*****,**
201502090051,***,***,0,**
201502090136,42,29,0,**
201502090151,42,***,*****,4
201502090251,***,***,*****,**
201502090300,36,28,0,2
201502090351,37,28,*****,2
201502090451,***,***,0,**
201502090459,***,***,0,**
201502090541,***,***,0,T**
201502090551,***,***,*****,T**
201502090600,***,***,0.02,**
201502090651,***,***,0.01,**
201502090751,***,***,0.01,**
201502090851,***,***,0.02,**
201502090900,***,***,0.03,**
201502090951,28,26,0.04,2
201502091010,42,26,*****,2
201502091021,***,***,0.04,**
201502091042,***,***,0.02,**
201502091051,***,***,0.02,**
201502091151,***,***,0.02,**
201502091200,***,***,0,**
201502091222,***,***,0,**
201502091251,***,***,*****,**
201502091335,***,***,0,**
201502091351,***,***,0,**
201502091404,***,***,0,**
201502091451,***,***,0,**
201502091500,27,26,0,2
201502091509,28,26,*****,2
201502091551,***,***,0,**
201502091615,***,***,0,**
201502091651,***,***,*****,**
201502091751,***,***,0,**
201502091800,***,***,*****,**
201502091851,***,***,0,**
201502091951,***,***,0,**
201502092046,28,27,0,2
201502092051,28,26,*****,2
201502092100,***,***,0,**
201502092151,***,***,0,**
201502092251,***,***,0,**
201502092351,***,***,0,T**
201502100000,***,***,*****,T**
201502100051,***,***,0,**
201502100151,***,***,0,**
201502100212,***,***,0.01,**
201502100251,***,***,*****,**
201502100300,29,26,0.01,**
201502100344,29,***,*****,2
201502100351,27,27,0,2
201502100419,28,26,*****,2
201502100449,***,***,0,**
201502100451,***,***,0,**
201502100459,***,***,0,T**
201502100551,***,***,*****,**
201502100600,***,***,0,**
201502100651,***,***,0,**
201502100751,27,26,0,2
201502100851,29,26,*****,2
201502100900,***,***,0,**
201502100951,***,***,*****,**
201502101051,***,***,0,**
201502101151,***,***,0,**
201502101200,***,***,*****,**
201502101251,***,***,0,**
201502101331,***,***,0,**
201502101351,35,27,0,2
201502101451,35,27,*****,2
201502101500,***,***,0,**
201502101551,***,***,0,**
201502101651,***,***,0,**
201502101751,***,***,*****,**
201502101800,***,***,0,**
201502101851,***,***,0,**
201502101951,40,35,0,2
201502102051,40,26,*****,2
201502102100,***,***,0,**
201502102151,***,***,0,**
201502102251,***,***,0,**
201502102351,***,***,*****,**
201502110000,***,***,0,**
201502110051,40,26,0,**
201502110151,40,***,*****,2
201502110251,35,29,0,2
201502110300,35,26,*****,2
201502110351,***,***,0,**
201502110451,***,***,0,**
201502110459,***,***,0,**
201502110551,***,***,*****,**
201502110600,***,***,0,**
201502110651,***,***,0,**
201502110751,29,24,0,2
201502110851,40,24,*****,2
201502110900,***,***,0,**
201502110951,***,***,0,**
201502111051,***,***,0,**
201502111151,***,***,*****,**
201502111200,***,***,0,**
201502111251,***,***,0,**
201502111351,32,23,0,1
201502111451,32,23,*****,1
201502111500,***,***,0,**
201502111551,***,***,0,**
201502111651,***,***,0,**
201502111751,***,***,*****,**
201502111800,***,***,0,**
201502111851,***,***,0,**
201502111951,35,29,0,1
201502112051,35,24,*****,1
201502112100,***,***,0,**
201502112151,***,***,0,**
201502112251,***,***,0,**
201502112351,***,***,*****,**
201502120000,***,***,0,**
201502120051,35,23,0,**
201502120151,35,***,*****,2
201502120251,29,26,0,1
201502120300,29,24,*****,1
201502120351,***,***,0,**
201502120451,***,***,0,**
201502120459,***,***,0,**
201502120551,***,***,*****,**
201502120600,***,***,0,**
201502120651,***,***,0,**
201502120751,31,27,0,1
201502120851,35,26,*****,1
201502120900,***,***,0,**
201502120951,***,***,0,**
201502121051,***,***,0,T**
201502121151,***,***,*****,T**
201502121200,***,***,0,**
201502121251,***,***,0,**
201502121351,***,***,0,**
201502121451,35,31,0,1
201502121500,35,29,*****,1
201502121551,***,***,0,**
201502121651,***,***,0,**
201502121721,***,***,0,**
201502121751,***,***,0,T**
201502121800,***,***,0,**
201502121813,***,***,*****,T**
201502121851,***,***,0,**
201502121951,***,***,0,**
201502122051,***,***,0,**
201502122058,40,34,0,1
201502122100,40,27,*****,1
201502122122,***,***,0,**
201502122151,***,***,0,**
201502122251,***,***,0,T**
201502122351,***,***,*****,**
201502130000,***,***,0,**
201502130051,40,18,0,**
201502130151,40,***,*****,1
201502130251,35,***,0,1
201502130300,35,15,*****,1
201502130351,***,***,0,**
201502130451,***,***,0,**
201502130459,***,***,0,**
201502130551,***,***,*****,**
201502130600,***,***,0,**
201502130651,***,***,0,**
201502130751,15,9,0,1
201502130851,40,9,*****,1
201502130900,***,***,0,**
